"CallDecisionYearReporting","FundingInstrumentGaLevel1","FundingInstrumentGaReporting","AmountRequested","AmountGranted","DurationRequestedMonth","IsApproved","TeamSize"
2011,"Careers","Ambizione",259110,304288,24,1,1
2011,"Careers","Ambizione",503100,0,36,0,1
2011,"Careers","Ambizione",320959,0,36,0,1
2011,"Careers","Ambizione",488400,0,36,0,1
2011,"Careers","Ambizione",589888,0,36,0,1
2011,"Careers","Ambizione",363000,0,36,0,1
2011,"Careers","Ambizione",592552,0,36,0,1
2011,"Careers","Ambizione",599294,0,36,0,1
2011,"Careers","Ambizione",436500,0,36,0,1
2011,"Careers","Ambizione",331350,0,36,0,1
2011,"Careers","Ambizione",374425,0,24,0,1
2011,"Careers","Ambizione",388400,0,36,0,1
2011,"Careers","Ambizione",301789,0,36,0,1
2011,"Careers","Ambizione",403539,399950,24,1,1
2011,"Careers","Ambizione",588589,0,36,0,1
2011,"Careers","Ambizione",597001,567857,36,1,1
2011,"Careers","Ambizione",384200,0,36,0,1
2011,"Careers","Ambizione",590370,541195,36,1,1
2011,"Careers","Ambizione",599724,0,36,0,1
2011,"Careers","Ambizione",351274,0,24,0,1
2011,"Careers","Ambizione",393722,0,36,0,1
2011,"Careers","Ambizione",396163,0,36,0,1
2011,"Careers","Ambizione",585602,547495,36,1,1
2011,"Careers","Ambizione",591273,0,36,0,1
2011,"Careers","Ambizione",573064,0,36,0,1
2011,"Careers","Ambizione",503285,407810,36,1,1
2011,"Careers","Ambizione",598800,0,36,0,1
2011,"Careers","Ambizione",228902,228902,24,1,1
2011,"Careers","Ambizione",340564,0,36,0,1
2011,"Careers","Ambizione",435346,0,36,0,1
2011,"Careers","Ambizione",581462,0,36,0,1
2011,"Careers","Ambizione",606781,0,36,0,1
2011,"Careers","Ambizione",572283,405636,36,1,1
2011,"Careers","Ambizione",540961,0,36,0,1
2011,"Careers","Ambizione",536082,544528,36,1,1
2011,"Careers","Ambizione",664380,0,36,0,1
2011,"Careers","Ambizione",368625,0,36,0,1
2011,"Careers","Ambizione",429300,0,36,0,1
2011,"Careers","Ambizione",699691,0,36,0,1
2011,"Careers","Ambizione",470532,510951,36,1,1
2011,"Careers","Ambizione",597880,0,36,0,1
2011,"Careers","Ambizione",400673,425649,36,1,1
2011,"Careers","Ambizione",533030,0,36,0,1
2011,"Careers","Ambizione",401222,0,36,0,1
2011,"Careers","Ambizione",6e+05,0,36,0,1
2011,"Careers","Ambizione",363000,0,36,0,1
2011,"Careers","Ambizione",643650,0,36,0,1
2011,"Careers","Ambizione",516920,514520,36,1,1
2011,"Careers","Ambizione",316487,0,36,0,1
2011,"Careers","Ambizione",561186,0,36,0,1
2011,"Careers","Ambizione",416086,0,36,0,1
2011,"Careers","Ambizione",317520,0,36,0,1
2011,"Careers","Ambizione",365040,0,36,0,1
2011,"Careers","Ambizione",376200,0,36,0,1
2011,"Careers","Ambizione",597148,0,36,0,1
2011,"Careers","Ambizione",404895,0,36,0,1
2011,"Careers","Ambizione",584140,0,36,0,1
2011,"Careers","Ambizione",599238,0,36,0,1
2011,"Careers","Ambizione",410374,0,36,0,1
2011,"Careers","Ambizione",584551,0,36,0,1
2011,"Careers","Ambizione",598904,0,36,0,1
2011,"Careers","Ambizione",598846,0,36,0,1
2011,"Careers","Ambizione",365900,328345,36,1,1
2011,"Careers","Ambizione",599988,0,36,0,1
2011,"Careers","Ambizione",596266,0,36,0,1
2011,"Careers","Ambizione",537594,0,36,0,1
2011,"Careers","Ambizione",386700,0,36,0,1
2011,"Careers","Ambizione",403280,403266,24,1,1
2011,"Careers","Ambizione",396831,387231,24,1,1
2011,"Careers","Ambizione",304420,0,30,0,1
2011,"Careers","Ambizione",336125,0,36,0,1
2011,"Careers","Ambizione",6e+05,0,36,0,1
2011,"Careers","Ambizione",377900,404558,36,1,1
2011,"Careers","Ambizione",444200,400086,36,1,1
2011,"Careers","Ambizione",303625,372066,36,1,1
2011,"Careers","Ambizione",599966,0,36,0,1
2011,"Careers","Ambizione",586753,599142,36,1,1
2011,"Careers","Ambizione",599628,0,36,0,1
2011,"Careers","Ambizione",547001,521222,36,1,1
2011,"Careers","Ambizione",590642,0,36,0,1
2011,"Careers","Ambizione",371796,0,36,0,1
2011,"Careers","Ambizione",649506,0,36,0,1
2011,"Careers","Ambizione",376800,0,36,0,1
2011,"Careers","Ambizione",613198,0,36,0,1
2011,"Careers","Ambizione",546558,0,36,0,1
2011,"Careers","Ambizione",473300,391567,36,1,1
2011,"Careers","Ambizione",411500,0,36,0,1
2011,"Careers","Ambizione",597310,0,36,0,1
2011,"Careers","Ambizione",600724,0,36,0,1
2011,"Careers","Ambizione",425319,362237,36,1,1
2011,"Careers","Ambizione",565610,0,36,0,1
2011,"Careers","Ambizione",556796,552188,36,1,1
2011,"Careers","Ambizione",577255,0,36,0,1
2011,"Careers","Ambizione",303600,174966,24,1,1
2011,"Careers","Ambizione",473572,403586,24,1,1
2011,"Careers","Ambizione",325971,0,24,0,1
2011,"Careers","Ambizione",494182,0,36,0,1
2011,"Careers","Ambizione",562284,0,36,0,1
2011,"Careers","Ambizione",455262,0,36,0,1
2011,"Careers","Ambizione",592039,0,36,0,1
2011,"Careers","Ambizione",599854,0,36,0,1
2011,"Careers","Ambizione",446850,0,36,0,1
2011,"Careers","Ambizione",566604,0,36,0,1
2011,"Careers","Ambizione",507335,0,36,0,1
2011,"Careers","Ambizione",598342,0,36,0,1
2011,"Careers","Ambizione",578880,0,36,0,1
2011,"Careers","Ambizione",382400,0,36,0,1
2011,"Careers","Ambizione",711331,594291,36,1,1
2011,"Careers","Ambizione",684000,542925,36,1,1
2011,"Careers","Ambizione",539635,0,36,0,1
2011,"Careers","Ambizione",509644,0,36,0,1
2011,"Careers","Ambizione",423609,486491,36,1,1
2011,"Careers","Ambizione",646384,492701,36,1,1
2011,"Careers","Ambizione",698447,574712,36,1,1
2011,"Careers","Ambizione",604555,585705,36,1,1
2011,"Careers","Ambizione",346984,0,36,0,1
2011,"Careers","Ambizione",270052,269252,24,1,1
2011,"Careers","Ambizione",599924,0,36,0,1
2011,"Careers","Ambizione",569942,0,36,0,1
2011,"Careers","Ambizione",470390,0,36,0,1
2011,"Careers","Ambizione",440200,0,36,0,1
2011,"Careers","Ambizione",575390,0,36,0,1
2011,"Careers","Ambizione",418500,0,36,0,1
2011,"Careers","Ambizione",418862,0,36,0,1
2011,"Careers","Ambizione",499400,0,36,0,1
2011,"Careers","Ambizione",554610,0,36,0,1
2011,"Careers","Ambizione",389373,0,36,0,1
2011,"Careers","Ambizione",432189,0,36,0,1
2011,"Careers","Ambizione",452895,0,36,0,1
2011,"Careers","Ambizione",347508,0,36,0,1
2011,"Careers","Ambizione",610500,0,36,0,1
2011,"Careers","Ambizione",571117,556454,36,1,1
2011,"Careers","Ambizione",542786,0,36,0,1
2011,"Careers","Ambizione",555996,0,36,0,1
2011,"Careers","Ambizione",698760,0,36,0,1
2011,"Careers","Ambizione",504309,0,36,0,1
2011,"Careers","Ambizione",490823,0,36,0,1
2011,"Careers","Ambizione",494852,0,36,0,1
2011,"Careers","Ambizione",522310,496258,36,1,1
2011,"Careers","Ambizione",599100,572010,36,1,1
2011,"Careers","Ambizione",425066,0,36,0,1
2011,"Careers","Ambizione",598100,0,36,0,1
2011,"Careers","Ambizione",588087,0,36,0,1
2011,"Careers","Ambizione",393947,397403,24,1,1
2011,"Careers","Ambizione",406759,0,36,0,1
2011,"Careers","Ambizione",599792,0,36,0,1
2011,"Careers","Ambizione",581780,0,36,0,1
2011,"Careers","Ambizione",592447,0,36,0,1
2011,"Careers","Ambizione",547200,0,36,0,1
2011,"Careers","Ambizione",599532,462900,36,1,1
2011,"Careers","Ambizione",374450,385010,36,1,1
2011,"Careers","Ambizione",313980,0,36,0,1
2011,"Careers","Ambizione",370100,0,36,0,1
2011,"Careers","Ambizione",565044,591382,36,1,1
2011,"Careers","Ambizione",829124,0,36,0,1
2011,"Careers","Ambizione",154168,152792,12,1,1
2011,"Careers","Ambizione",337804,0,36,0,1
2011,"Careers","Ambizione",576795,0,36,0,1
2011,"Careers","Ambizione",360900,391998,36,1,1
2011,"Careers","Ambizione",548610,0,36,0,1
2011,"Careers","Ambizione",428900,0,36,0,1
2011,"Careers","Ambizione",339000,0,36,0,1
2011,"Careers","Ambizione",524774,0,36,0,1
2011,"Careers","Ambizione",470507,0,36,0,1
2011,"Careers","Ambizione",397800,405253,36,1,1
2011,"Careers","Ambizione",349445,412148,36,1,1
2011,"Careers","Ambizione",334420,0,24,0,1
2011,"Careers","Ambizione",573180,599998,36,1,1
2011,"Careers","Ambizione",176750,59083,18,1,1
2011,"Careers","Ambizione",565382,529542,36,1,1
2011,"Careers","Ambizione",565445,0,36,0,1
2011,"Careers","Ambizione",330366,0,36,0,1
2011,"Careers","Ambizione",137330,147846,12,1,1
2011,"Careers","Ambizione",198700,184688,12,1,1
2011,"Careers","Ambizione",598033,0,36,0,1
2011,"Careers","Ambizione",631123,0,36,0,1
2011,"Careers","Ambizione",597892,0,36,0,1
2011,"Careers","Ambizione",573772,0,36,0,1
2011,"Careers","Ambizione",572382,0,36,0,1
2011,"Careers","Ambizione",434798,439722,36,1,1
2011,"Careers","Ambizione",599222,0,36,0,1
2011,"Careers","Ambizione",599884,0,36,0,1
2011,"Careers","Ambizione",600077,0,36,0,1
2011,"Careers","Ambizione",6e+05,0,36,0,1
2011,"Careers","Ambizione",482300,439295,36,1,1
2011,"Careers","Ambizione",584812,571810,36,1,1
2011,"Careers","Ambizione",194104,194104,12,1,1
2011,"Careers","Ambizione",369850,322845,36,1,1
2011,"Careers","Ambizione",377540,0,36,0,1
2011,"Careers","Ambizione",628224,0,36,0,1
2011,"Careers","Ambizione",427516,0,36,0,1
2011,"Careers","Ambizione",585700,0,36,0,1
2011,"Careers","Ambizione",382800,0,36,0,1
2011,"Careers","Ambizione",180834,156946,12,1,1
2011,"Careers","Ambizione",599404,0,36,0,1
2011,"Careers","Ambizione",600696,0,36,0,1
2011,"Careers","Ambizione",596691,0,36,0,1
2011,"Careers","Ambizione",597924,0,36,0,1
2011,"Careers","Ambizione",599882,0,36,0,1
2011,"Careers","Ambizione",409500,0,36,0,1
2011,"Careers","Ambizione",577990,0,36,0,1
2011,"Careers","Ambizione",1110221,0,36,0,1
2011,"Careers","Ambizione",484969,450150,36,1,1
2011,"Careers","Ambizione",578230,0,36,0,1
2011,"Careers","Ambizione",182352,185093,18,1,1
2011,"Careers","Ambizione",532870,0,36,0,1
2011,"Careers","Ambizione",573325,0,36,0,1
2011,"Careers","Ambizione",466704,0,36,0,1
2011,"Careers","Ambizione",168476,86488,12,1,1
2011,"Careers","Ambizione",469535,322845,36,1,1
2011,"Careers","Ambizione",392268,389262,36,1,1
2011,"Careers","Ambizione",476490,0,36,0,1
2011,"Careers","Ambizione",592958,0,36,0,1
2011,"Careers","Ambizione",392400,0,36,0,1
2011,"Careers","Ambizione",448173,0,36,0,1
2011,"Careers","Ambizione",277751,207278,24,1,1
2011,"Careers","Ambizione",464931,0,36,0,1
2011,"Careers","Ambizione",533313,0,36,0,1
2011,"Careers","Ambizione",544185,0,36,0,1
2011,"Careers","Ambizione",584280,545266,36,1,1
2011,"Careers","Ambizione",479637,0,36,0,1
2011,"Careers","Ambizione",599985,0,36,0,1
2011,"Careers","Ambizione",325600,0,24,0,1
2011,"Careers","Ambizione",610112,0,36,0,1
2011,"Careers","Ambizione",600048,599542,36,1,1
2011,"Careers","Ambizione",597399,0,36,0,1
2011,"Careers","Ambizione",594710,0,36,0,1
2011,"Careers","Ambizione",599504,0,36,0,1
2011,"Careers","Ambizione",579865,0,36,0,1
2011,"Careers","Ambizione",599925,0,36,0,1
2011,"Careers","Ambizione",599960,0,36,0,1
2011,"Careers","Ambizione",599468,597769,36,1,1
2011,"Careers","Ambizione",599982,429430,36,1,1
2011,"Careers","Ambizione",332400,0,36,0,1
2011,"Careers","Ambizione",585926,417746,36,1,1
2011,"Careers","Ambizione",598250,0,36,0,1
2011,"Careers","Ambizione",590679,0,36,0,1
2011,"Careers","Ambizione",479574,0,36,0,1
2011,"Careers","Ambizione",553477,0,36,0,1
2011,"Careers","Ambizione",592362,0,36,0,1
2011,"Careers","Ambizione",371840,0,36,0,1
2011,"Careers","Ambizione",652308,598048,36,1,1
2011,"Careers","Ambizione",590610,0,36,0,1
2011,"Careers","Ambizione",387000,0,36,0,1
2011,"Careers","Ambizione",476255,0,36,0,1
2011,"Careers","Ambizione",348000,0,36,0,1
2011,"Careers","Ambizione",375407,0,36,0,1
2011,"Careers","Ambizione",599950,497271,36,1,1
2011,"Careers","DORE junior researchers",25000,25000,8,1,4
2011,"Careers","DORE junior researchers",22200,22200,10,1,4
2011,"Careers","DORE junior researchers",25000,25000,8,1,4
2011,"Careers","DORE junior researchers",14100,0,4,0,1
2011,"Careers","Fellowships",43420,43420,12,1,1
2011,"Careers","Fellowships",89380,45490,24,1,1
2011,"Careers","Fellowships",28333,29130,8,1,1
2011,"Careers","Fellowships",73830,73830,12,1,1
2011,"Careers","Fellowships",168120,0,36,0,1
2011,"Careers","Fellowships",253500,145360,36,1,1
2011,"Careers","Fellowships",46925,0,24,0,1
2011,"Careers","Fellowships",54500,54650,12,1,1
2011,"Careers","Fellowships",95500,69950,36,1,1
2011,"Careers","Fellowships",115000,33250,24,1,1
2011,"Careers","Fellowships",181060,96160,36,1,1
2011,"Careers","Fellowships",154500,96600,36,1,1
2011,"Careers","Fellowships",42500,42760,12,1,1
2011,"Careers","Fellowships",23550,0,6,0,1
2011,"Careers","Fellowships",86500,63800,24,1,1
2011,"Careers","Fellowships",113000,58340,24,1,1
2011,"Careers","Fellowships",66500,74083,12,1,1
2011,"Careers","Fellowships",136300,70200,36,1,1
2011,"Careers","Fellowships",157500,105600,36,1,1
2011,"Careers","Fellowships",50500,0,12,0,1
2011,"Careers","Fellowships",127700,65300,24,1,1
2011,"Careers","Fellowships",62150,0,12,0,1
2011,"Careers","Fellowships",137100,46100,36,1,1
2011,"Careers","Fellowships",91600,46100,24,1,1
2011,"Careers","Fellowships",91600,46100,24,1,1
2011,"Careers","Fellowships",47400,47400,12,1,1
2011,"Careers","Fellowships",62920,62920,12,1,1
2011,"Careers","Fellowships",89704,86950,24,1,1
2011,"Careers","Fellowships",54500,54900,12,1,1
2011,"Careers","Fellowships",86600,64260,24,1,1
2011,"Careers","Fellowships",42840,0,12,0,1
2011,"Careers","Fellowships",63340,0,18,0,1
2011,"Careers","Fellowships",178500,60000,36,1,1
2011,"Careers","Fellowships",47690,47690,12,1,1
2011,"Careers","Fellowships",55314,55940,12,1,1
2011,"Careers","Fellowships",19300,0,4,0,1
2011,"Careers","Fellowships",37400,37400,12,1,1
2011,"Careers","Fellowships",61750,0,12,0,1
2011,"Careers","Fellowships",42600,32100,12,1,1
2011,"Careers","Fellowships",94400,41800,24,1,1
2011,"Careers","Fellowships",77500,79172,12,1,1
2011,"Careers","Fellowships",94800,65050,24,1,1
2011,"Careers","Fellowships",120200,118200,24,1,1
2011,"Careers","Fellowships",85000,42600,24,1,1
2011,"Careers","Fellowships",169550,100100,24,1,1
2011,"Careers","Fellowships",127860,44110,36,1,1
2011,"Careers","Fellowships",47500,0,12,0,1
2011,"Careers","Fellowships",63500,63105,12,1,1
2011,"Careers","Fellowships",38600,38600,12,1,1
2011,"Careers","Fellowships",85260,64010,24,1,1
2011,"Careers","Fellowships",145500,156460,24,1,1
2011,"Careers","Fellowships",46755,44350,12,1,1
2011,"Careers","Fellowships",42100,0,12,0,1
2011,"Careers","Fellowships",42500,42600,12,1,1
2011,"Careers","Fellowships",66150,0,12,0,1
2011,"Careers","Fellowships",89250,52600,18,1,1
2011,"Careers","Fellowships",191300,80970,36,1,1
2011,"Careers","Fellowships",97600,42700,24,1,1
2011,"Careers","Fellowships",25524,23100,6,1,1
2011,"Careers","Fellowships",30030,0,6,0,1
2011,"Careers","Fellowships",90348,0,12,0,1
2011,"Careers","Fellowships",194000,0,36,0,1
2011,"Careers","Fellowships",95000,0,24,0,1
2011,"Careers","Fellowships",55000,0,12,0,1
2011,"Careers","Fellowships",97710,47400,12,1,1
2011,"Careers","Fellowships",127000,0,24,0,1
2011,"Careers","Fellowships",58500,0,12,0,1
2011,"Careers","Fellowships",66445,16420,15,1,1
2011,"Careers","Fellowships",80250,0,18,0,1
2011,"Careers","Fellowships",95000,0,24,0,1
2011,"Careers","Fellowships",85000,43965,24,1,1
2011,"Careers","Fellowships",119000,48400,24,1,1
2011,"Careers","Fellowships",60950,60950,12,1,1
2011,"Careers","Fellowships",85000,0,24,0,1
2011,"Careers","Fellowships",48500,48500,12,1,1
2011,"Careers","Fellowships",63500,0,12,0,1
2011,"Careers","Fellowships",123000,61600,24,1,1
2011,"Careers","Fellowships",63500,37071,12,1,1
2011,"Careers","Fellowships",95000,47650,24,1,1
2011,"Careers","Fellowships",89780,45890,24,1,1
2011,"Careers","Fellowships",190500,105680,36,1,1
2011,"Careers","Fellowships",127000,98215,24,1,1
2011,"Careers","Fellowships",44000,0,12,0,1
2011,"Careers","Fellowships",119000,0,26,0,1
2011,"Careers","Fellowships",95000,64550,24,1,1
2011,"Careers","Fellowships",71500,0,12,0,1
2011,"Careers","Fellowships",63565,43710,18,1,1
2011,"Careers","Fellowships",97000,49000,24,1,1
2011,"Careers","Fellowships",81000,0,18,0,1
2011,"Careers","Fellowships",89380,45490,24,1,1
2011,"Careers","Fellowships",57100,55100,12,1,1
2011,"Careers","Fellowships",59500,66700,12,1,1
2011,"Careers","Fellowships",95000,70850,24,1,1
2011,"Careers","Fellowships",85600,42100,24,1,1
2011,"Careers","Fellowships",54500,0,12,0,1
2011,"Careers","Fellowships",101110,68635,18,1,1
2011,"Careers","Fellowships",48680,37500,12,1,1
2011,"Careers","Fellowships",71300,48200,18,1,1
2011,"Careers","Fellowships",142500,NA,36,1,1
2011,"Careers","Fellowships",59200,56740,24,1,1
2011,"Careers","Fellowships",41500,42100,12,1,1
2011,"Careers","Fellowships",62300,0,12,0,1
2011,"Careers","Fellowships",64500,0,24,0,1
2011,"Careers","Fellowships",98800,0,24,0,1
2011,"Careers","Fellowships",47900,51100,12,1,1
2011,"Careers","Fellowships",65300,0,18,0,1
2011,"Careers","Fellowships",46955,44095,6,1,1
2011,"Careers","Fellowships",85000,0,24,0,1
2011,"Careers","Fellowships",113120,55150,24,1,1
2011,"Careers","Fellowships",60500,0,12,0,1
2011,"Careers","Fellowships",74265,66545,12,1,1
2011,"Careers","Fellowships",55000,0,12,0,1
2011,"Careers","Fellowships",52910,0,12,0,1
2011,"Careers","Fellowships",30170,29470,6,1,1
2011,"Careers","Fellowships",175650,60150,36,1,1
2011,"Careers","Fellowships",43800,43800,12,1,1
2011,"Careers","Fellowships",162000,99320,36,1,1
2011,"Careers","Fellowships",147000,0,36,0,1
2011,"Careers","Fellowships",60300,70100,12,1,1
2011,"Careers","Fellowships",46000,43000,12,1,1
2011,"Careers","Fellowships",87800,0,24,0,1
2011,"Careers","Fellowships",56500,0,12,0,1
2011,"Careers","Fellowships",92000,0,24,0,1
2011,"Careers","Fellowships",148500,76500,36,1,1
2011,"Careers","Fellowships",28125,27125,6,1,1
2011,"Careers","Fellowships",11617,13300,4,1,1
2011,"Careers","Fellowships",43890,0,12,0,1
2011,"Careers","Fellowships",56740,0,12,0,1
2011,"Careers","Fellowships",129000,0,24,0,1
2011,"Careers","Fellowships",43800,45025,12,1,1
2011,"Careers","Fellowships",92060,45360,24,1,1
2011,"Careers","Fellowships",124850,64060,24,1,1
2011,"Careers","Fellowships",124100,135000,24,1,1
2011,"Careers","Fellowships",135800,43800,36,1,1
2011,"Careers","Fellowships",83250,59250,18,1,1
2011,"Careers","Fellowships",68750,34375,12,1,1
2011,"Careers","Fellowships",131000,90680,24,1,1
2011,"Careers","Fellowships",127500,46400,36,1,1
2011,"Careers","Fellowships",43125,28750,9,1,1
2011,"Careers","Fellowships",137000,69405,24,1,1
2011,"Careers","Fellowships",119000,0,24,0,1
2011,"Careers","Fellowships",52500,0,12,0,1
2011,"Careers","Fellowships",60300,60300,12,1,1
2011,"Careers","Fellowships",169500,0,36,0,1
2011,"Careers","Fellowships",109000,80850,24,1,1
2011,"Careers","Fellowships",34175,32450,6,1,1
2011,"Careers","Fellowships",10750,10750,3,1,1
2011,"Careers","Fellowships",89600,0,24,0,1
2011,"Careers","Fellowships",120300,62550,24,1,1
2011,"Careers","Fellowships",153000,154430,24,1,1
2011,"Careers","Fellowships",144324,73824,24,1,1
2011,"Careers","Fellowships",130910,0,24,0,1
2011,"Careers","Fellowships",190500,97850,36,1,1
2011,"Careers","Fellowships",172800,162039,24,1,1
2011,"Careers","Fellowships",46000,43000,12,1,1
2011,"Careers","Fellowships",59125,65575,15,1,1
2011,"Careers","Fellowships",112000,66400,24,1,1
2011,"Careers","Fellowships",67370,0,12,0,1
2011,"Careers","Fellowships",178500,0,36,0,1
2011,"Careers","Fellowships",163500,85510,36,1,1
2011,"Careers","Fellowships",85000,0,24,0,1
2011,"Careers","Fellowships",48200,48200,12,1,1
2011,"Careers","Fellowships",95000,0,24,0,1
2011,"Careers","Fellowships",39430,39430,8,1,1
2011,"Careers","Fellowships",45360,0,12,0,1
2011,"Careers","Fellowships",76800,39400,24,1,1
2011,"Careers","Fellowships",50200,47675,12,1,1
2011,"Careers","Fellowships",44000,44830,12,1,1
2011,"Careers","Fellowships",84000,79250,12,1,1
2011,"Careers","Fellowships",70500,89700,18,1,1
2011,"Careers","Fellowships",95000,72500,24,1,1
2011,"Careers","Fellowships",31200,31200,8,1,1
2011,"Careers","Fellowships",91000,68850,24,1,1
2011,"Careers","Fellowships",43300,61165,18,1,1
2011,"Careers","Fellowships",95600,46100,24,1,1
2011,"Careers","Fellowships",210102,0,36,0,1
2011,"Careers","Fellowships",76955,38600,24,1,1
2011,"Careers","Fellowships",144000,0,36,0,1
2011,"Careers","Fellowships",95600,46100,24,1,1
2011,"Careers","Fellowships",24400,24400,6,1,1
2011,"Careers","Fellowships",54500,0,12,0,1
2011,"Careers","Fellowships",62500,68375,12,1,1
2011,"Careers","Fellowships",60800,64900,12,1,1
2011,"Careers","Fellowships",69585,46585,19,1,1
2011,"Careers","Fellowships",24270,0,6,0,1
2011,"Careers","Fellowships",44600,42600,12,1,1
2011,"Careers","Fellowships",142500,0,36,0,1
2011,"Careers","Fellowships",60390,60390,12,1,1
2011,"Careers","Fellowships",38730,0,12,0,1
2011,"Careers","Fellowships",45890,43890,12,1,1
2011,"Careers","Fellowships",76500,0,12,0,1
2011,"Careers","Fellowships",42900,21650,12,1,1
2011,"Careers","Fellowships",37000,0,10,0,1
2011,"Careers","Fellowships",24400,24400,6,1,1
2011,"Careers","Fellowships",43800,42100,12,1,1
2011,"Careers","Fellowships",47500,49400,12,1,1
2011,"Careers","Fellowships",88000,0,24,0,1
2011,"Careers","Fellowships",47500,56800,14,1,1
2011,"Careers","Fellowships",50000,0,12,0,1
2011,"Careers","Fellowships",47000,0,12,0,1
2011,"Careers","Fellowships",43935,33101,12,1,1
2011,"Careers","Fellowships",52500,58100,12,1,1
2011,"Careers","Fellowships",114000,66700,24,1,1
2011,"Careers","Fellowships",49580,49580,12,1,1
2011,"Careers","Fellowships",45760,0,12,0,1
2011,"Careers","Fellowships",80000,38600,24,1,1
2011,"Careers","Fellowships",42500,41310,12,1,1
2011,"Careers","Fellowships",137000,0,24,0,1
2011,"Careers","Fellowships",106124,93090,21,1,1
2011,"Careers","Fellowships",55100,47560,10,1,1
2011,"Careers","Fellowships",47500,0,18,0,1
2011,"Careers","Fellowships",59500,65600,12,1,1
2011,"Careers","Fellowships",116332,0,24,0,1
2011,"Careers","Fellowships",70500,69740,12,1,1
2011,"Careers","Fellowships",136500,0,36,0,1
2011,"Careers","Fellowships",62300,60300,12,1,1
2011,"Careers","Fellowships",73850,0,18,0,1
2011,"Careers","Fellowships",62150,0,12,0,1
2011,"Careers","Fellowships",60000,0,18,0,1
2011,"Careers","Fellowships",99000,74400,24,1,1
2011,"Careers","Fellowships",44700,42200,12,1,1
2011,"Careers","Fellowships",55000,0,12,0,1
2011,"Careers","Fellowships",84000,0,24,0,1
2011,"Careers","Fellowships",63700,0,12,0,1
2011,"Careers","Fellowships",25150,0,6,0,1
2011,"Careers","Fellowships",93600,46100,24,1,1
2011,"Careers","Fellowships",94780,0,24,0,1
2011,"Careers","Fellowships",140738,57238,24,1,1
2011,"Careers","Fellowships",126600,43000,36,1,1
2011,"Careers","Fellowships",88600,44750,24,1,1
2011,"Careers","Fellowships",104000,0,24,0,1
2011,"Careers","Fellowships",48200,0,12,0,1
2011,"Careers","Fellowships",120160,64460,24,1,1
2011,"Careers","Fellowships",51280,34728,10,1,1
2011,"Careers","Fellowships",42500,42800,12,1,1
2011,"Careers","Fellowships",54860,54860,12,1,1
2011,"Careers","Fellowships",77001,0,18,0,1
2011,"Careers","Fellowships",238500,165200,36,1,1
2011,"Careers","Fellowships",45900,0,24,0,1
2011,"Careers","Fellowships",64500,0,24,0,1
2011,"Careers","Fellowships",119000,53600,24,1,1
2011,"Careers","Fellowships",24300,24300,6,1,1
2011,"Careers","Fellowships",126800,63800,36,1,1
2011,"Careers","Fellowships",44500,42910,12,1,1
2011,"Careers","Fellowships",47000,42800,18,1,1
2011,"Careers","Fellowships",45300,42600,12,1,1
2011,"Careers","Fellowships",129000,125200,26,1,1
2011,"Careers","Fellowships",57800,41725,12,1,1
2011,"Careers","Fellowships",154200,0,24,0,1
2011,"Careers","Fellowships",127500,0,36,0,1
2011,"Careers","Fellowships",80800,39400,24,1,1
2011,"Careers","Fellowships",47500,48400,18,1,1
2011,"Careers","Fellowships",74825,0,18,0,1
2011,"Careers","Fellowships",171690,171920,36,1,1
2011,"Careers","Fellowships",95000,98000,24,1,1
2011,"Careers","Fellowships",64085,0,18,0,1
2011,"Careers","Fellowships",86000,0,24,0,1
2011,"Careers","Fellowships",60602,0,24,0,1
2011,"Careers","Fellowships",106800,49000,24,1,1
2011,"Careers","Fellowships",67500,54520,12,1,1
2011,"Careers","Fellowships",58100,0,12,0,1
2011,"Careers","Fellowships",50000,NA,12,1,1
2011,"Careers","Fellowships",91600,91600,24,1,1
2011,"Careers","Fellowships",142500,0,36,0,1
2011,"Careers","Fellowships",52700,25402,10,1,1
2011,"Careers","Fellowships",65730,45195,8,1,1
2011,"Careers","Fellowships",137000,149000,24,1,1
2011,"Careers","Fellowships",43000,0,24,0,1
2011,"Careers","Fellowships",128500,0,36,0,1
2011,"Careers","Fellowships",59500,60900,12,1,1
2011,"Careers","Fellowships",223500,0,36,0,1
2011,"Careers","Fellowships",49500,0,12,0,1
2011,"Careers","Fellowships",148065,51480,36,1,1
2011,"Careers","Fellowships",226500,115390,36,1,1
2011,"Careers","Fellowships",42800,42800,24,1,1
2011,"Careers","Fellowships",137000,84465,24,1,1
2011,"Careers","Fellowships",89780,45890,24,1,1
2011,"Careers","Fellowships",22610,22610,6,1,1
2011,"Careers","Fellowships",198850,194925,36,1,1
2011,"Careers","Fellowships",89000,89200,24,1,1
2011,"Careers","Fellowships",43900,29070,8,1,1
2011,"Careers","Fellowships",92000,43800,24,1,1
2011,"Careers","Fellowships",89000,0,24,0,1
2011,"Careers","Fellowships",83200,39800,24,1,1
2011,"Careers","Fellowships",25500,24750,6,1,1
2011,"Careers","Fellowships",97306,68706,20,1,1
2011,"Careers","Fellowships",40514,44514,8,1,1
2011,"Careers","Fellowships",160590,53530,36,1,1
2011,"Careers","Fellowships",142500,98000,36,1,1
2011,"Careers","Fellowships",133200,61800,24,1,1
2011,"Careers","Fellowships",42760,42760,12,1,1
2011,"Careers","Fellowships",60300,0,12,0,1
2011,"Careers","Fellowships",68850,0,36,0,1
