"CallDecisionYearReporting","FundingInstrumentGaLevel1","FundingInstrumentGaReporting","AmountRequested","AmountGranted","DurationRequestedMonth","IsApproved","TeamSize"
2015,"Projects","Project funding",402561,291000,36,1,1
2015,"Projects","Project funding",416024,0,36,0,3
2015,"Projects","Project funding",566016,0,36,0,2
2015,"Projects","Project funding",229744,0,36,0,1
2015,"Projects","Project funding",342143,342143,36,1,1
2015,"Projects","Project funding",84946,70546,12,1,2
2015,"Projects","Project funding",535256,535256,36,1,1
2015,"Projects","Project funding",2575639,998993,24,1,4
2015,"Projects","Project funding",383727,0,36,0,1
2015,"Projects","Project funding",156104,0,24,0,2
2015,"Projects","Project funding",475436,0,36,0,2
2015,"Projects","Project funding",296526,0,24,0,1
2015,"Projects","Project funding",296362,175666,24,1,1
2015,"Projects","Project funding",552738,360342,36,1,1
2015,"Projects","Project funding",789635,678000,36,1,1
2015,"Projects","Project funding",193168,193168,36,1,1
2015,"Projects","Project funding",164998,164998,24,1,2
2015,"Projects","Project funding",424856,0,24,0,2
2015,"Projects","Project funding",375738,0,36,0,3
2015,"Projects","Project funding",448916,450373,36,1,1
2015,"Projects","Project funding",273232,273232,36,1,1
2015,"Projects","Project funding",576926,0,36,0,2
2015,"Projects","Project funding",330906,302436,36,1,1
2015,"Projects","Project funding",515754,0,36,0,3
2015,"Projects","Project funding",226360,0,36,0,1
2015,"Projects","Project funding",160544,0,24,0,2
2015,"Projects","Project funding",475755,475755,36,1,1
2015,"Projects","Project funding",969139,663519,36,1,1
2015,"Projects","Project funding",90118,90118,18,1,4
2015,"Projects","Project funding",475869,97572,24,1,2
2015,"Projects","Project funding",683888,0,24,0,1
2015,"Projects","Project funding",445591,0,36,0,3
2015,"Projects","Project funding",355194,286509,36,1,2
2015,"Projects","Project funding",473541,429000,36,1,2
2015,"Projects","Project funding",346306,0,36,0,1
2015,"Projects","Project funding",359238,0,36,0,2
2015,"Projects","Project funding",760152,0,36,0,7
2015,"Projects","Project funding",347597,340797,36,1,1
2015,"Projects","Project funding",351150,0,24,0,2
2015,"Projects","Project funding",1455513,0,36,0,1
2015,"Projects","Project funding",866190,678000,36,1,1
2015,"Projects","Project funding",451693,451693,36,1,2
2015,"Projects","Project funding",436683,327000,36,1,1
2015,"Projects","Project funding",1487098,850000,36,1,1
2015,"Projects","Project funding",6e+05,0,36,0,2
2015,"Projects","Project funding",298997,276997,36,1,2
2015,"Projects","Project funding",294234,0,24,0,2
2015,"Projects","Project funding",420000,0,36,0,1
2015,"Projects","Project funding",707096,0,36,0,1
2015,"Projects","Project funding",557752,388087,36,1,1
2015,"Projects","Project funding",523678,0,36,0,1
2015,"Projects","Project funding",296024,0,24,0,4
2015,"Projects","Project funding",236544,236544,36,1,1
2015,"Projects","Project funding",262120,225707,36,1,3
2015,"Projects","Project funding",769681,398422,36,1,1
2015,"Projects","Project funding",383594,286000,24,1,1
2015,"Projects","Project funding",883932,730000,36,1,1
2015,"Projects","Project funding",765000,525000,36,1,6
2015,"Projects","Project funding",562436,429000,36,1,1
2015,"Projects","Project funding",134696,0,24,0,1
2015,"Projects","Project funding",225463,0,36,0,1
2015,"Projects","Project funding",187906,186806,36,1,1
2015,"Projects","Project funding",306118,0,36,0,3
2015,"Projects","Project funding",421887,418386,36,1,1
2015,"Projects","Project funding",559898,342807,36,1,3
2015,"Projects","Project funding",420168,0,36,0,2
2015,"Projects","Project funding",650691,525000,36,1,1
2015,"Projects","Project funding",299778,299780,36,1,1
2015,"Projects","Project funding",177876,175376,36,1,1
2015,"Projects","Project funding",400866,0,36,0,1
2015,"Projects","Project funding",474708,0,36,0,1
2015,"Projects","Project funding",188550,190007,36,1,3
2015,"Projects","Project funding",442881,0,36,0,1
2015,"Projects","Project funding",339964,0,36,0,3
2015,"Projects","Project funding",791480,429000,36,1,3
2015,"Projects","Project funding",217924,108962,24,1,1
2015,"Projects","Project funding",120462,121417,24,1,1
2015,"Projects","Project funding",562338,562338,36,1,1
2015,"Projects","Project funding",152592,0,24,0,2
2015,"Projects","Project funding",455000,435000,36,1,2
2015,"Projects","Project funding",379506,284595,36,1,2
2015,"Projects","Project funding",290691,0,36,0,2
2015,"Projects","Project funding",475295,0,36,0,2
2015,"Projects","Project funding",423683,0,36,0,2
2015,"Projects","Project funding",675847,0,36,0,1
2015,"Projects","Project funding",302294,0,36,0,1
2015,"Projects","Project funding",339845,0,24,0,1
2015,"Projects","Project funding",181508,0,36,0,3
2015,"Projects","Project funding",551988,372000,36,1,1
2015,"Projects","Project funding",603788,0,36,0,2
2015,"Projects","Project funding",150553,0,36,0,1
2015,"Projects","Project funding",508643,0,36,0,1
2015,"Projects","Project funding",259271,0,36,0,1
2015,"Projects","Project funding",168918,0,36,0,1
2015,"Projects","Project funding",546343,525000,36,1,1
2015,"Projects","Project funding",682785,682477,36,1,1
2015,"Projects","Project funding",318444,314088,36,1,3
2015,"Projects","Project funding",259408,0,36,0,1
2015,"Projects","Project funding",394561,0,36,0,2
2015,"Projects","Project funding",278414,278414,29,1,1
2015,"Projects","Project funding",503600,311457,36,1,2
2015,"Projects","Project funding",640754,431838,36,1,1
2015,"Projects","Project funding",178918,0,36,0,2
2015,"Projects","Project funding",654935,0,36,0,1
2015,"Projects","Project funding",546701,542786,36,1,1
2015,"Projects","Project funding",460104,439891,36,1,2
2015,"Projects","Project funding",197650,176507,36,1,1
2015,"Projects","Project funding",782000,782000,36,1,1
2015,"Projects","Project funding",346019,0,36,0,1
2015,"Projects","Project funding",245808,245508,24,1,2
2015,"Projects","Project funding",746750,556000,24,1,2
2015,"Projects","Project funding",390200,0,36,0,2
2015,"Projects","Project funding",140168,140168,18,1,1
2015,"Projects","Project funding",526836,0,36,0,1
2015,"Projects","Project funding",567421,0,36,0,1
2015,"Projects","Project funding",227463,0,36,0,1
2015,"Projects","Project funding",222008,0,36,0,1
2015,"Projects","Project funding",94601,93129,18,1,1
2015,"Projects","Project funding",631358,631358,36,1,1
2015,"Projects","Project funding",448501,4e+05,36,1,3
2015,"Projects","Project funding",555960,0,36,0,1
2015,"Projects","Project funding",857260,756000,36,1,1
2015,"Projects","Project funding",415484,0,24,0,2
2015,"Science communication","Agora",199218,0,24,0,1
2015,"Science communication","Agora",95995,95995,24,1,1
2015,"Science communication","Agora",175440,175440,28,1,5
2015,"Science communication","Agora",20000,0,12,0,1
2015,"Science communication","Agora",2e+05,2e+05,24,1,1
2015,"Science communication","Agora",199974,0,34,0,1
2015,"Science communication","Agora",155101,0,12,0,2
2015,"Science communication","Agora",15500,15500,18,1,1
2015,"Science communication","Agora",106709,0,24,0,2
2015,"Science communication","Agora",146000,0,12,0,1
2015,"Science communication","Agora",184000,0,24,0,1
2015,"Science communication","Agora",78332,0,4,0,2
2015,"Science communication","Agora",199960,0,20,0,2
2015,"Science communication","Agora",161313,161313,16,1,1
2015,"Science communication","Agora",186580,0,24,0,1
2015,"Science communication","Agora",186514,174514,24,1,2
2015,"Science communication","Agora",62000,0,12,0,2
2015,"Science communication","Agora",195135,0,24,0,1
2015,"Science communication","Agora",182879,182879,24,1,2
2015,"Science communication","Agora",199959,0,36,0,1
2015,"Science communication","Agora",231364,0,24,0,1
2015,"Science communication","Agora",17280,17280,6,1,1
2015,"Science communication","Agora",150050,150050,12,1,2
2015,"Science communication","Agora",199720,199720,30,1,1
2015,"Science communication","Agora",185710,0,24,0,6
2015,"Science communication","Agora",148023,0,18,0,1
2015,"Science communication","Agora",199995,199995,15,1,1
2015,"Science communication","Agora",49848,49848,36,1,2
2015,"Science communication","International Exploratory Workshops",14800,14800,3,1,1
2015,"Science communication","International Exploratory Workshops",10830,10830,3,1,1
2015,"Science communication","International Exploratory Workshops",6470,6470,3,1,1
2015,"Science communication","International Exploratory Workshops",16600,16600,3,1,1
2015,"Science communication","International Exploratory Workshops",10580,10580,3,1,1
2015,"Science communication","International Exploratory Workshops",9400,9400,3,1,1
2015,"Science communication","International Exploratory Workshops",10680,10680,3,1,1
2015,"Science communication","International Exploratory Workshops",14650,0,3,0,1
2015,"Science communication","International Exploratory Workshops",9230,9230,3,1,1
2015,"Science communication","International Exploratory Workshops",11400,11400,3,1,1
2015,"Science communication","International Exploratory Workshops",9700,9700,3,1,1
2015,"Science communication","International Exploratory Workshops",15720,0,3,0,1
2015,"Science communication","International Exploratory Workshops",8790,8790,3,1,1
2015,"Science communication","International Exploratory Workshops",6120,0,3,0,1
2015,"Science communication","International Exploratory Workshops",7020,7020,3,1,1
2015,"Science communication","International Exploratory Workshops",10790,10790,3,1,1
2015,"Science communication","International Exploratory Workshops",6760,6760,3,1,1
2015,"Science communication","International Exploratory Workshops",16510,16510,3,1,1
2015,"Science communication","International Exploratory Workshops",10060,10060,3,1,1
2015,"Science communication","International Exploratory Workshops",22500,22500,3,1,1
2015,"Science communication","International Exploratory Workshops",10960,10960,3,1,1
2015,"Science communication","International Exploratory Workshops",8220,8220,3,1,1
2015,"Science communication","International Exploratory Workshops",14510,14510,3,1,1
2015,"Science communication","International Exploratory Workshops",5330,5330,3,1,1
2015,"Science communication","International Exploratory Workshops",19300,15000,3,1,1
2015,"Science communication","International Exploratory Workshops",10620,10620,3,1,1
2015,"Science communication","International Exploratory Workshops",16000,16000,3,1,1
2015,"Science communication","International Exploratory Workshops",7670,7670,3,1,1
2015,"Science communication","International Exploratory Workshops",8000,8000,3,1,1
2015,"Science communication","International Exploratory Workshops",6980,6980,3,1,1
2015,"Science communication","International Exploratory Workshops",15250,0,3,0,1
2015,"Science communication","International Exploratory Workshops",7710,0,3,0,1
2015,"Science communication","International Exploratory Workshops",12780,0,3,0,1
2015,"Science communication","International Exploratory Workshops",13150,0,3,0,1
2015,"Science communication","International Exploratory Workshops",9800,9800,3,1,1
2015,"Science communication","International Exploratory Workshops",9760,9760,3,1,1
2015,"Science communication","International Exploratory Workshops",9000,0,3,0,1
2015,"Science communication","International Exploratory Workshops",10240,10240,3,1,1
2015,"Science communication","International Exploratory Workshops",18600,18600,3,1,1
2015,"Science communication","International Exploratory Workshops",7160,7160,3,1,1
2015,"Science communication","International Exploratory Workshops",8840,0,3,0,1
2015,"Science communication","International Exploratory Workshops",15920,15920,3,1,1
2015,"Science communication","International Exploratory Workshops",13720,0,3,0,1
2015,"Science communication","International Exploratory Workshops",10400,0,3,0,1
2015,"Science communication","International Exploratory Workshops",13840,0,3,0,1
2015,"Science communication","International Exploratory Workshops",7550,7550,3,1,1
2015,"Science communication","International Exploratory Workshops",21160,21160,3,1,1
2015,"Science communication","International Exploratory Workshops",17710,17710,3,1,1
2015,"Science communication","International Exploratory Workshops",14230,14230,3,1,1
2015,"Science communication","International Exploratory Workshops",9230,9230,3,1,1
2015,"Science communication","International Exploratory Workshops",11970,11970,3,1,1
2015,"Science communication","International Exploratory Workshops",7570,7570,3,1,1
2015,"Science communication","International Exploratory Workshops",9270,9270,3,1,1
2015,"Science communication","International Exploratory Workshops",6900,0,3,0,1
2015,"Science communication","International Exploratory Workshops",11400,11400,3,1,1
2015,"Science communication","International Exploratory Workshops",13840,13840,3,1,1
2015,"Science communication","International Exploratory Workshops",19200,19200,3,1,1
2015,"Science communication","International Exploratory Workshops",12300,12300,3,1,1
2015,"Science communication","International Exploratory Workshops",6690,6690,3,1,1
2015,"Science communication","OAPEN-CH pilot project",19450,19450,6,1,1
2015,"Science communication","OAPEN-CH pilot project",11800,11800,6,1,1
2015,"Science communication","OAPEN-CH pilot project",15500,15500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",40865,40865,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,4,1,1
2015,"Science communication","OAPEN-CH pilot project",19100,19100,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",22100,22100,6,1,1
2015,"Science communication","OAPEN-CH pilot project",15700,15700,6,1,1
2015,"Science communication","OAPEN-CH pilot project",20130,20130,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",15300,0,6,0,1
2015,"Science communication","OAPEN-CH pilot project",15000,15000,6,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",15000,15000,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",9785,9785,6,1,1
2015,"Science communication","OAPEN-CH pilot project",21600,22100,6,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",19000,19000,8,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",18500,18500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",21510,21510,4,1,1
2015,"Science communication","OAPEN-CH pilot project",14918,14918,6,1,1
2015,"Science communication","OAPEN-CH pilot project",35643,35643,12,1,1
2015,"Science communication","OAPEN-CH pilot project",14465,14465,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",17900,17900,6,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,4,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",14500,14500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",25600,25600,12,1,1
2015,"Science communication","OAPEN-CH pilot project",16300,16300,8,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,6,1,1
2015,"Science communication","OAPEN-CH pilot project",7000,24250,12,1,1
2015,"Science communication","OAPEN-CH pilot project",37178,37178,12,1,1
2015,"Science communication","OAPEN-CH pilot project",14800,14800,6,1,1
2015,"Science communication","OAPEN-CH pilot project",20300,20700,6,1,1
2015,"Science communication","OAPEN-CH pilot project",25450,25450,6,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,2,1,1
2015,"Science communication","OAPEN-CH pilot project",20000,20500,10,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",30040,30040,12,1,1
2015,"Science communication","OAPEN-CH pilot project",22000,0,6,0,1
2015,"Science communication","OAPEN-CH pilot project",20000,20000,7,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",21500,21500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",5000,2500,12,1,1
2015,"Science communication","OAPEN-CH pilot project",25900,26400,6,1,1
2015,"Science communication","Publication grants",7248,7248,12,1,1
2015,"Science communication","Publication grants",12000,12000,12,1,1
2015,"Science communication","Publication grants",8000,8000,36,1,1
2015,"Science communication","Publication grants",10675,0,1,0,1
2015,"Science communication","Publication grants",12000,9000,12,1,1
2015,"Science communication","Publication grants",15000,12000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",2170,2170,1,1,2
2015,"Science communication","Publication grants",10000,1000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",45000,45000,12,1,1
2015,"Science communication","Publication grants",17375,13375,12,1,1
2015,"Science communication","Publication grants",5000,5000,12,1,1
2015,"Science communication","Publication grants",12000,12000,12,1,1
2015,"Science communication","Publication grants",23800,16080,12,1,1
2015,"Science communication","Publication grants",5630,5630,12,1,1
2015,"Science communication","Publication grants",3000,3000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",8023,7500,12,1,1
2015,"Science communication","Publication grants",5000,5000,12,1,1
2015,"Science communication","Publication grants",19695,0,12,0,1
2015,"Science communication","Publication grants",15800,14100,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",30040,30040,12,1,2
2015,"Science communication","Publication grants",10000,10000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",6882,0,12,0,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",7800,7800,12,1,1
2015,"Science communication","Publication grants",12000,10000,12,1,1
2015,"Science communication","Publication grants",19250,19250,12,1,3
2015,"Science communication","Publication grants",8540,8000,12,1,1
2015,"Science communication","Publication grants",44000,44000,12,1,2
2015,"Science communication","Publication grants",23600,23600,12,1,1
2015,"Science communication","Publication grants",9000,9000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",11129,11129,12,1,1
2015,"Science communication","Publication grants",22540,16000,12,1,1
2015,"Science communication","Publication grants",9177,9177,12,1,2
2015,"Science communication","Publication grants",42000,42000,12,1,1
2015,"Science communication","Publication grants",77000,60000,12,1,1
2015,"Science communication","Publication grants",8747,0,11,0,1
2015,"Science communication","Publication grants",12000,12000,12,1,1
2015,"Science communication","Publication grants",5802,5802,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",13514,13514,12,1,1
2015,"Science communication","Publication grants",24000,24000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",15415,12000,12,1,1
2015,"Science communication","Publication grants",10000,10000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",8000,8000,10,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",12000,12000,12,1,1
2015,"Science communication","Publication grants",8000,1000,12,1,1
2015,"Science communication","Publication grants",6850,6850,12,1,1
2015,"Science communication","Publication grants",11980,11980,12,1,1
2015,"Science communication","Publication grants",7375,7375,9,1,1
2015,"Science communication","Publication grants",7000,7000,12,1,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",4400,0,12,0,1
2015,"Science communication","Publication grants",11600,0,12,0,1
2015,"Science communication","Publication grants",25000,25000,36,1,1
2015,"Science communication","Publication grants",11000,11000,12,1,1
2015,"Science communication","Publication grants",61764,0,12,0,1
2015,"Science communication","Publication grants",8000,8000,12,1,1
2015,"Science communication","Publication grants",11000,11000,12,1,2
2015,"Science communication","Publication grants",11610,11610,12,1,1
2015,"Science communication","Publication grants",21440,21440,12,1,2
2015,"Science communication","Scientific Conferences",14000,11000,3,1,1
2015,"Science communication","Scientific Conferences",8720,5800,3,1,3
2015,"Science communication","Scientific Conferences",7015,4900,3,1,1
2015,"Science communication","Scientific Conferences",6664,4500,3,1,1
2015,"Science communication","Scientific Conferences",16340,8500,3,1,1
2015,"Science communication","Scientific Conferences",12000,10800,3,1,2
2015,"Science communication","Scientific Conferences",15140,11000,3,1,1
2015,"Science communication","Scientific Conferences",4000,4000,3,1,2
2015,"Science communication","Scientific Conferences",8220,6800,3,1,2
2015,"Science communication","Scientific Conferences",21310,12000,3,1,1
2015,"Science communication","Scientific Conferences",19800,6400,3,1,1
2015,"Science communication","Scientific Conferences",26000,13400,3,1,1
2015,"Science communication","Scientific Conferences",8050,5000,3,1,4
2015,"Science communication","Scientific Conferences",8900,6900,3,1,2
2015,"Science communication","Scientific Conferences",10437,6300,3,1,1
2015,"Science communication","Scientific Conferences",5000,5000,1,1,2
2015,"Science communication","Scientific Conferences",4200,1900,3,1,1
2015,"Science communication","Scientific Conferences",8690,4000,3,1,2
2015,"Science communication","Scientific Conferences",6800,2000,3,1,1
2015,"Science communication","Scientific Conferences",5870,2600,1,1,1
2015,"Science communication","Scientific Conferences",15300,13350,3,1,1
2015,"Science communication","Scientific Conferences",12319,10300,3,1,3
2015,"Science communication","Scientific Conferences",5400,5400,3,1,1
2015,"Science communication","Scientific Conferences",10690,4200,4,1,2
2015,"Science communication","Scientific Conferences",6000,6000,6,1,1
2015,"Science communication","Scientific Conferences",14050,6000,3,1,1
2015,"Science communication","Scientific Conferences",6740,3500,3,1,1
2015,"Science communication","Scientific Conferences",2430,2430,3,1,1
2015,"Science communication","Scientific Conferences",9945,7200,3,1,1
2015,"Science communication","Scientific Conferences",15050,7700,3,1,1
2015,"Science communication","Scientific Conferences",1951,1900,3,1,1
2015,"Science communication","Scientific Conferences",5783,5783,3,1,3
2015,"Science communication","Scientific Conferences",5000,800,3,1,1
2015,"Science communication","Scientific Conferences",2150,2150,3,1,1
2015,"Science communication","Scientific Conferences",10719,5700,3,1,1
2015,"Science communication","Scientific Conferences",14000,0,3,0,2
2015,"Science communication","Scientific Conferences",12200,3000,3,1,2
2015,"Science communication","Scientific Conferences",18950,4000,3,1,2
2015,"Science communication","Scientific Conferences",8035,4200,3,1,3
2015,"Science communication","Scientific Conferences",14160,6300,3,1,2
2015,"Science communication","Scientific Conferences",12000,3000,1,1,2
2015,"Science communication","Scientific Conferences",29628,7000,3,1,1
2015,"Science communication","Scientific Conferences",1353,1200,3,1,3
2015,"Science communication","Scientific Conferences",20000,15000,1,1,1
2015,"Science communication","Scientific Conferences",10000,7500,3,1,2
2015,"Science communication","Scientific Conferences",19000,10000,6,1,1
2015,"Science communication","Scientific Conferences",7989,2700,3,1,2
2015,"Science communication","Scientific Conferences",12140,8400,3,1,1
2015,"Science communication","Scientific Conferences",13000,4600,3,1,1
2015,"Science communication","Scientific Conferences",4640,3700,3,1,1
2015,"Science communication","Scientific Conferences",8747,5400,3,1,2
2015,"Science communication","Scientific Conferences",7600,4000,3,1,1
2015,"Science communication","Scientific Conferences",17500,2800,3,1,2
2015,"Science communication","Scientific Conferences",12898,6400,3,1,2
2015,"Science communication","Scientific Conferences",15000,10800,3,1,1
2015,"Science communication","Scientific Conferences",11200,4300,1,1,1
2015,"Science communication","Scientific Conferences",12600,3500,3,1,1
2015,"Science communication","Scientific Conferences",6270,5100,3,1,1
2015,"Science communication","Scientific Conferences",3210,2000,3,1,1
2015,"Science communication","Scientific Conferences",13951,3500,3,1,1
2015,"Science communication","Scientific Conferences",18000,11500,3,1,2
2015,"Science communication","Scientific Conferences",12372,5800,3,1,3
2015,"Science communication","Scientific Conferences",1800,1700,1,1,3
2015,"Science communication","Scientific Conferences",4000,0,10,0,2
2015,"Science communication","Scientific Conferences",4140,2400,3,1,3
2015,"Science communication","Scientific Conferences",10000,3000,1,1,2
2015,"Science communication","Scientific Conferences",3600,2000,3,1,3
2015,"Science communication","Scientific Conferences",10400,10000,3,1,1
2015,"Science communication","Scientific Conferences",3570,1200,3,1,1
2015,"Science communication","Scientific Conferences",18300,17800,3,1,1
2015,"Science communication","Scientific Conferences",11780,3000,3,1,1
2015,"Science communication","Scientific Conferences",19670,9500,3,1,3
2015,"Science communication","Scientific Conferences",12650,9200,3,1,3
2015,"Science communication","Scientific Conferences",8650,5200,3,1,1
2015,"Science communication","Scientific Conferences",14200,10000,3,1,1
2015,"Science communication","Scientific Conferences",900,900,3,1,1
2015,"Science communication","Scientific Conferences",8296,3600,12,1,1
2015,"Science communication","Scientific Conferences",14000,5980,3,1,2
2015,"Science communication","Scientific Conferences",16390,11200,3,1,4
2015,"Science communication","Scientific Conferences",23980,17800,3,1,1
2015,"Science communication","Scientific Conferences",4760,3600,3,1,1
2015,"Science communication","Scientific Conferences",15000,15000,6,1,3
2015,"Science communication","Scientific Conferences",7760,4300,3,1,2
2015,"Science communication","Scientific Conferences",120000,112400,12,1,1
2015,"Science communication","Scientific Conferences",28740,13300,3,1,1
2015,"Science communication","Scientific Conferences",16500,1500,1,1,1
2015,"Science communication","Scientific Conferences",7690,5000,3,1,2
2015,"Science communication","Scientific Conferences",12359,7300,3,1,4
2015,"Science communication","Scientific Conferences",10515,5000,3,1,1
2015,"Science communication","Scientific Conferences",11794,5700,3,1,2
2015,"Science communication","Scientific Conferences",9870,0,6,0,2
2015,"Science communication","Scientific Conferences",12414,4700,3,1,2
2015,"Science communication","Scientific Conferences",10000,0,3,0,1
2015,"Science communication","Scientific Conferences",8000,4700,3,1,2
2015,"Science communication","Scientific Conferences",6100,3000,3,1,1
2015,"Science communication","Scientific Conferences",18000,10000,3,1,1
2015,"Science communication","Scientific Conferences",6300,2000,3,1,1
2015,"Science communication","Scientific Conferences",5750,1700,3,1,2
2015,"Science communication","Scientific Conferences",10899,5600,3,1,2
2015,"Science communication","Scientific Conferences",16740,8000,3,1,2
2015,"Science communication","Scientific Conferences",7702,7700,1,1,2
2015,"Science communication","Scientific Conferences",20000,10000,6,1,3
2015,"Science communication","Scientific Conferences",19830,11200,3,1,1
2015,"Science communication","Scientific Conferences",17400,7300,3,1,1
2015,"Science communication","Scientific Conferences",10000,7500,1,1,1
2015,"Science communication","Scientific Conferences",20000,2000,3,1,1
2015,"Science communication","Scientific Conferences",7000,3100,1,1,1
2015,"Science communication","Scientific Conferences",16700,0,1,0,4
2015,"Science communication","Scientific Conferences",5850,4500,1,1,3
2015,"Science communication","Scientific Conferences",20735,15000,3,1,3
2015,"Science communication","Scientific Conferences",6180,5900,3,1,1
2015,"Science communication","Scientific Conferences",7318,4900,3,1,2
2015,"Science communication","Scientific Conferences",2000,1000,6,1,1
2015,"Science communication","Scientific Conferences",19600,7000,6,1,3
2015,"Science communication","Scientific Conferences",22570,22570,3,1,1
2015,"Science communication","Scientific Conferences",12790,12300,3,1,1
2015,"Science communication","Scientific Conferences",12400,8700,3,1,1
2015,"Science communication","Scientific Conferences",5000,1500,3,1,5
2015,"Science communication","Scientific Conferences",3045,1200,3,1,1
2015,"Science communication","Scientific Conferences",4000,2600,3,1,4
2015,"Science communication","Scientific Conferences",8530,7200,3,1,1
2015,"Science communication","Scientific Conferences",4930,3000,3,1,2
2015,"Science communication","Scientific Conferences",13000,8700,3,1,1
2015,"Science communication","Scientific Conferences",21540,17550,3,1,4
2015,"Science communication","Scientific Conferences",12100,5000,2,1,1
2015,"Science communication","Scientific Conferences",9925,2800,3,1,4
2015,"Science communication","Scientific Conferences",5850,3200,3,1,2
2015,"Science communication","Scientific Conferences",17618,3000,8,1,2
2015,"Science communication","Scientific Conferences",1420,1300,3,1,2
2015,"Science communication","Scientific Conferences",12000,8000,2,1,2
2015,"Science communication","Scientific Conferences",19400,6000,3,1,1
2015,"Science communication","Scientific Conferences",19980,13000,3,1,2
2015,"Science communication","Scientific Conferences",8000,5600,3,1,2
2015,"Science communication","Scientific Conferences",5436,0,3,0,1
2015,"Science communication","Scientific Conferences",28598,4500,3,1,2
2015,"Science communication","Scientific Conferences",11492,4000,3,1,1
2015,"Science communication","Scientific Conferences",5000,4500,3,1,1
2015,"Science communication","Scientific Conferences",5100,2600,3,1,1
2015,"Science communication","Scientific Conferences",6820,3520,3,1,1
2015,"Science communication","Scientific Conferences",1660,1500,3,1,2
2015,"Science communication","Scientific Conferences",20000,14000,3,1,2
2015,"Science communication","Scientific Conferences",25000,6900,3,1,2
2015,"Science communication","Scientific Conferences",17700,7800,3,1,1
2015,"Science communication","Scientific Conferences",7500,0,3,0,1
2015,"Science communication","Scientific Conferences",14000,14000,3,1,2
2015,"Science communication","Scientific Conferences",8207,5800,3,1,1
2015,"Science communication","Scientific Conferences",7799,3700,6,1,2
2015,"Science communication","Scientific Conferences",1100,0,3,0,1
2015,"Science communication","Scientific Conferences",19100,5000,3,1,3
2015,"Science communication","Scientific Conferences",13625,4900,3,1,2
